Restaurant Name,Business Email,City,State,Website,Source URL
Reyta's Filipino Cuisine,reytasfilcuisine@gmail.com,Cherry Hill,NJ,https://reytasnj.com,https://reytasnj.com/
Under the Moon (Bordentown),underthemooncafe@gmail.com,Bordentown,NJ,https://underthemooncafe.com/underthemoon-bordentown,https://underthemooncafe.com/underthemoon-bordentown
Killarney's Publick House,Nicole@killarneyspublickhouse.com,Trenton,NJ,https://killarneyspublickhouse.com,https://killarneyspublickhouse.com/about
Corinne's Place,info@corrinesplace.com,Camden,NJ,https://corinnesplace.com,https://corinnesplace.com/
La Esquina Taqueria,reservations@laesquinaslo.com,San Luis Obispo,CA,https://laesquinaslo.com,https://laesquinaslo.com/reservations/
Papachino's,info@mypapachinos.com,Modesto,CA,https://mypapachinos.com,https://mypapachinos.com/contact-us/
The Post Restaurant & Bar,postmodesto@gmail.com,Modesto,CA,https://www.postmodesto.com,https://www.postmodesto.com/
Hideout El Paseo,thehideoutkitchenandbar@gmail.com,Palm Desert,CA,https://hideoutelpaseo.com,https://hideoutelpaseo.com/
Oceana Palm Desert,Oceanapalmdesert@gmail.com,Palm Desert,CA,https://www.oceanapalmdesert.com,https://www.oceanapalmdesert.com/contact
Rosa's Italian Restaurant,info@rosasrestaurant.com,Pismo Beach,CA,https://www.rosasrestaurant.com,https://www.rosasrestaurant.com/contact/
Vista Steak and Seafood,info@vistapismobeach.com,Pismo Beach,CA,https://www.vistapismobeach.com,https://www.vistapismobeach.com/contact/
Fish Gaucho,info@fishgaucho.com,Paso Robles,CA,https://www.fishgaucho.com,https://www.fishgaucho.com/
Mezzo Ristorante,mezzocommunications@gmail.com,Stockton,CA,https://mezzostockton.com,https://mezzostockton.com/
Fryn' Pan Family Restaurant (Wahpeton),wahpeton@frynpan.net,Wahpeton,ND,https://frynpan.net,https://www.frynpan.net/contact-us/
Two Cows Creamery and Bistro,joe@twocowscreamery.com,Hot Springs,SD,https://twocowscreamery.com,https://www.twocowscreamery.com/
Carmelo's Restaurant,carmelosribmt@gmail.com,Wausau,WI,https://www.carmeloswausau.com,https://www.carmeloswausau.com/
Pullmans Restaurant,contact@pullmansrestaurant.com,Appleton,WI,https://www.pullmansrestaurant.com,https://www.pullmansrestaurant.com/find-us
The Livery Restaurant and Saloon,info@theliveryec.com,Eau Claire,WI,https://www.theliveryec.com,https://www.theliveryec.com/contact/
The Roxy Supper Club,theroxy@ntd.net,Oshkosh,WI,https://www.roxysupperclub.com,https://www.roxysupperclub.com/
China House Restaurant,kevinzheng2011@yahoo.com,Kenosha,WI,https://www.chinahouserestaurant.net,https://www.chinahouserestaurant.net/contact-us/1827883
Dells Panaderia,dellspanaderia1@gmail.com,Wisconsin Dells,WI,https://www.wisdells.com/wisconsin-dells-restaurants/Dells-Panaderia,https://www.wisdells.com/wisconsin-dells-restaurants/Dells-Panaderia
The Bayfield Inn,info@thebayfieldinn.com,Bayfield,WI,https://bayfieldinn.com,https://bayfieldinn.com/contact/
Bar 430,owners@gnhg.co,Oshkosh,WI,https://www.bar430.com,https://www.bar430.com/contact-us
Beckets Restaurant,wb@becketsrestaurant.com,Oshkosh,WI,https://www.becketsrestaurant.com,https://www.becketsrestaurant.com/
Houligans Steak & Seafood Pub,houliganspub@gmail.com,Eau Claire,WI,https://houligans.net,https://houligans.net/
Flat Iron Tap,flatirontap@gmail.com,Lake Geneva,WI,https://www.flatirontaplg.com,https://www.flatirontaplg.com/visit
River's Edge Pub & Grub,info@riversedgewisconsindells.com,Wisconsin Dells,WI,https://www.riversedgewisconsindells.com,https://www.riversedgewisconsindells.com/contact.html
Field's at the Wilderness,info@fieldsatthewilderness.com,Wisconsin Dells,WI,https://www.fieldsatthewilderness.com,https://www.fieldsatthewilderness.com/contact/
Greunke's First Street Inn & Dining,greunkes@gmail.com,Bayfield,WI,https://greunkesinn.com,https://greunkesinn.com/contact-us/
Johnny's Steaks & Bar-Be-Que,info@johnnyssteaksandbbq.com,Salado,TX,https://johnnystx.com,https://johnnystx.com/contact-us
The Barton House of Salado,clinton@pignettis.com,Salado,TX,https://thebartonhousesalado.com,https://thebartonhousesalado.com/
Stagecoach Inn & Restaurant,hello@stagecoachsalado.com,Salado,TX,https://stagecoachsalado.com,https://stagecoachsalado.com/restaurant/
Royers Round Top Cafe,hello@royerscafe.com,Round Top,TX,https://royerscafe.com,https://www.royerscafe.com/contact
Wimberley Cafe,WimberleyCafe@gmail.com,Wimberley,TX,,https://www.visitwimberleytx.org/directory/wimberley-café/
Valeria Restaurant,keith_kuhn@hotmail.com,Boerne,TX,https://valeriarestaurant.com,https://valeriarestaurant.com/
The Kendall Restaurant,info@thekendalltx.com,Boerne,TX,https://kendallrestaurant.com,https://www.kendallrestaurant.com/contact-us
Rails...a Cafe at the Depot,info@railscafe.com,Kerrville,TX,https://railscafe.com,https://mail.railscafe.com/contact.html
Bluefins Chatham Sushi and Sake Bar,info@bluefinschatham.com,Chatham,MA,https://bluefinschatham.com,https://bluefinschatham.com/contact/
The Chatham Squire,info@thesquire.com,Chatham,MA,https://www.thesquire.com,https://www.thesquire.com/contact
The Nautilus,eat@NautilusACK.com,Nantucket,MA,https://www.thenautilus.com,https://www.thenautilus.com/contact/
Slip 14,events@slip14.com,Nantucket,MA,https://www.slip14.com,https://www.slip14.com/contact/
Offshore Ale Company,dave@offshoreale.com,Oak Bluffs,MA,https://www.offshoreale.com,https://www.offshoreale.com/infoandmore
Finz Seafood & Grill,salemcontact@hipfinz.com,Salem,MA,https://hipfinz.com,https://hipfinz.com/contact-us/
The Tasty,info@thetastyeats.com,Plymouth,MA,https://thetastyplymouth.com,https://thetastyplymouth.com/
Family Table Eatery,info@familytableeatery.com,Worcester,MA,https://familytableeat.com,https://familytableeat.com/contact-us
Spanky's Clam Shack & Seaside Saloon,spankyclam138@comcast.net,Hyannis,MA,https://www.spankysclamshack.com,https://www.spankysclamshack.com/contact/
Pickle Jar Kitchen,PickleJarKitchen@Gmail.com,Falmouth,MA,https://www.picklejarkitchen.com,https://www.picklejarkitchen.com/contact-us.html
Casa Carmen Tribeca,admintribeca@casacarmennyc.com,New York,NY,https://casacarmennyc.com,https://casacarmennyc.com/wp-content/uploads/2025/02/6.-Tribeca-Deck-CC-Updated_compressed.pdf
Pera Soho,hello@pera-soho.com,New York,NY,https://www.pera-soho.com,https://www.pera-soho.com/
Serendipity 3,info@serendipity3.com,New York,NY,https://serendipity3.com,https://serendipity3.com/contact-us/
The Reading Room,info@readingroomnyc.com,New York,NY,https://readingroomnyc.com,https://readingroomnyc.com/
Joseph's,gm@josephsnyc.com,New York,NY,https://www.josephsnyc.com,https://www.josephsnyc.com/
Da Claudio Ristorante,info@daclaudionyc.com,New York,NY,https://www.daclaudionyc.com,https://www.daclaudionyc.com/
Square Diner,info@squarediner.com,New York,NY,https://www.squarediner.com,https://www.squaredinernyc.com/
Filé Gumbo Bar,info@filenyc.com,New York,NY,https://www.filenyc.com,https://www.filenyc.com/
La Voglia NYC,info@lavoglianyc.com,New York,NY,https://lavoglianyc.com,https://lavoglianyc.com/
Miriam Upper East Side,catering@6rh.group,New York,NY,https://ues.miriamrestaurant.com,https://ues.miriamrestaurant.com/
The Penrose Bar,info@penrosebar.com,New York,NY,https://www.penrosebar.com,https://www.penrosebar.com/
Socarrat Paella Bar - Midtown East,info@socarratnyc.com,New York,NY,https://socarratnyc.com/midtown-east/,https://socarratnyc.com/midtown-east/
Soho Diner,Info@SohoDinerNYC.com,New York,NY,https://www.sohodinernyc.com,https://www.sohodinernyc.com/
Two Hands Tribeca,tribeca@twohandshospitality.com,New York,NY,https://www.twohandshospitality.com/location/two-hands-tribeca/,https://www.twohandshospitality.com/location/two-hands-tribeca/
Butter Restaurant,reservations@butterrestaurant.com,New York,NY,https://www.butterrestaurant.com,https://www.butterrestaurant.com/contact
53 NYC,info@53-nyc.com,New York,NY,https://53-nyc.com,https://53-nyc.com/
Rosemary's West Village,info@rosemarysnyc.com,New York,NY,https://www.rosemarysnyc.com,https://www.rosemarysnyc.com/location/rosemarys-west-village/
Frevo,reservations@frevonyc.com,New York,NY,https://frevonyc.com,https://frevonyc.com/
Delmonico's,info@theoriginaldelmonicos.com,New York,NY,https://www.theoriginaldelmonicos.com,https://www.theoriginaldelmonicos.com/contact/
Southwest and the Bar Next Door,swdiner@yahoo.com,Boulder City,NV,https://southwestandthebarnextdoor.com,https://southwestandthebarnextdoor.com/
Juan's Mexican Grill & Cantina,jmgcccnv@att.net,Carson City,NV,https://juansmexigrill.com,https://juansmexigrill.com/
Comma Coffee Cafe,june@commacoffee.com,Carson City,NV,https://www.commacoffeecafe.com,https://www.commacoffeecafe.com/
BJ Bull Bakery,info@bjbullbakery.com,Elko,NV,https://www.bjbullbakery.com,https://www.bjbullbakery.com/
Racks Bar & Grill,RacksNevada@gmail.com,Ely,NV,https://www.racksbarnevada.com,https://www.racksbarnevada.com/about-racks-bar-grill-ely-nevada/
Palace Restaurant & Saloon,palacerestaurant2017@gmail.com,Virginia City,NV,https://vcpalacenv.com,https://vcpalacenv.com/
Lexie's Bistro,info@lexiesbistro.com,Henderson,NV,https://lexiesbistro.com,https://lexiesbistro.com/
Pasta Shop Ristorante & Art Gallery,pastashopristorante@gmail.com,Henderson,NV,https://www.pastashop.com,https://www.pastashop.com/
Ventano Italian Grill & Seafood,inquiries@ventanoitalian.com,Henderson,NV,https://www.ventanoitalian.com,https://www.ventanoitalian.com/contact.html
Rivertowne Public House,info@rivertownepublichouse.com,Mount Pleasant,SC,https://rivertownepublichouse.com,https://rivertownepublichouse.com/
Wasabi of Mount Pleasant,Wasabimtp@gmail.com,Mount Pleasant,SC,https://www.wasabimountpleasant.com,https://www.opentable.com/r/wasabi-mount-pleasant
Vickery's Shem Creek (Shem Creek Bar and Grill),events.vicks1313@gmail.com,Mount Pleasant,SC,https://vickerysshemcreek.com,https://vickerysshemcreek.com/
The Wreck of the Richard and Charlene,pluffy1412@gmail.com,Mount Pleasant,SC,https://wreckrc.com,https://wreckrc.com/
Coleman Public House,colemanpublichouse@gmail.com,Mount Pleasant,SC,https://colemanpublichouse.com,https://colemanpublichouse.com/
Water's Edge,events.watersedge1407@gmail.com,Mount Pleasant,SC,https://waters-edge-restaurant.com,https://waters-edge-restaurant.com/
Rio Chico,riochico.mexican@gmail.com,James Island,SC,https://riochicofolly.com,https://riochicofolly.com/
Avondale Wine & Cheese,avondalewinecheese@gmail.com,West Ashley,SC,https://avondalechs.com,https://avondalechs.com/
The Refuge,therefuge1517@gmail.com,Isle of Palms,SC,https://refugeiop.com,https://refugeiop.com/
The Washout,greg@follywashout.com,Folly Beach,SC,https://follywashout.com,https://follywashout.com/contact-us.php
Alfredo's on Folly,AlfredosOnFolly@gmail.com,Folly Beach,SC,https://alfredosonfolly.com,https://alfredosonfolly.com/contact
The Franklin,thefranklinreservations@gmail.com,Bristol,RI,https://www.groundswellguild.com/locations/the-franklin,https://www.groundswellguild.com/locations/the-franklin
DeWolf Tavern,info@dewolftavern.com,Bristol,RI,https://dewolftavern.com,https://dewolftavern.com/
Shayna's Place,hello@shaynasplaceri.com,Wickford,RI,https://www.shaynasplaceri.com,https://www.shaynasplaceri.com/
Circe Restaurant and Bar,briana@circerestaurantbar.com,East Greenwich,RI,https://eastgreenwich.circerestaurantandbar.com,https://eastgreenwich.circerestaurantandbar.com/
Dante's Kitchen,danteskitchenri@gmail.com,East Greenwich,RI,https://danteskitchenri.com,https://danteskitchenri.com/
La Masseria,info@lamasseriari.com,East Greenwich,RI,https://masseriari.com,https://masseriari.com/
Scotti's Salumeria,scottissalumeria@gmail.com,East Greenwich,RI,https://www.scottissalumeria.com,https://www.scottissalumeria.com/
The Coast Guard House,office@thecoastguardhouse.com,Narragansett,RI,https://thecoastguardhouse.com,https://thecoastguardhouse.com/
Azul Tequila Bar & Mexican Grill,AZULMEXICANBAR@GMAIL.COM,Pawtucket,RI,https://azulmexicanbar.com,https://azulmexicanbar.com/
579 Benefit Street Restaurant,almeritage@aol.com,Pawtucket,RI,https://the579.com,https://the579.com/
Sullivan's Publick House,jackdoherty1@aol.com,Pawtucket,RI,https://sullivanspublickhouse.com,https://sullivanspublickhouse.com/
Boundary Kitchen Bar,boundarykitchenbar@gmail.com,Pawtucket,RI,https://boundarykitchenbar.com,https://boundarykitchenbar.com/
The Food Shack,theshack@401foodshack.com,Middletown,RI,https://www.401foodshack.com,https://www.401foodshack.com/
1 Ferry Wharf,info@1ferrywharf.com,Jamestown,RI,https://www.1ferrywharf.com,https://www.1ferrywharf.com/
Park Ave Pizza,romsoas@yahoo.com,Woonsocket,RI,https://parkavepizzari.com,https://parkavepizzari.com/
My Marie Restaurant,rmymarie@yahoo.com,St. Louis,MO,https://mymariestl.com,https://mymariestl.com/
The Saturn Lounge,thesaturnlounge@gmail.com,St. Louis,MO,https://thesaturnlounge.com,https://www.thesaturnlounge.com/food-menu
Yaqui's on Cherokee,yaquisoncherokee@gmail.com,St. Louis,MO,https://yaquispizza.com,https://yaquispizza.com/contact/
Dukes in Soulard,info@dukesinsoulard.com,St. Louis,MO,https://dukesinsoulard.com,https://www.dukesinsoulard.com/
Molly's in Soulard,events@mollysinsoulard.com,St. Louis,MO,https://mollysinsoulard.com,https://www.mollysinsoulard.com/
El Espolon,info@mexicanrestaurantssedaliamo.com,Sedalia,MO,https://mexicanresterauntssedaliamo.com,https://www.mexicanresterauntssedaliamo.com/contact-us
Westport Cafe & Bar,bonjour@westportcafe.com,Kansas City,MO,https://westportcafeandbar.com,https://westportcafeandbar.com/contact/
XR Cafe,xr@crossroadshotelkc.com,Kansas City,MO,https://crossroadshotelkc.com,https://crossroadshotelkc.com/food-and-drink/xr-cafe/
NaCl+H2O,721389ban@gmail.com,Rolla,MO,https://naclh2orolla.com,https://naclh2orolla.com/
The Encore Lakeside Grill,management@theencoregrill.com,Lake Ozark,MO,https://theencoregrill.com,https://theencoregrill.com/
Tater Patch,management@taterpatch.com,Rolla,MO,https://taterpatch.com,https://taterpatch.com/page/contact
PeachTree Cafeteria,peachtreecafeteriainfo@gmail.com,Kansas City,MO,https://peachtreecafeteria.com,https://www.peachtreecafeteria.com/contact-us
Al's Bar & Grill,alburns21@yahoo.com,Parkville,MO,https://alsbarandgrillparkville.com,https://alsbarandgrillparkville.com/
Slows Bar BQ,events@slowsbarbq.com,Detroit,MI,https://slowsbarbq.com,https://slowsbarbq.com/
Corktown Taphouse,info@corktowntaphouse.com,Detroit,MI,https://corktowntaphouse.com,https://corktowntaphouse.com/food/
TAKOI,yes@takoidetroit.com,Detroit,MI,https://www.takoidetroit.com,https://www.takoidetroit.com/reservations
Chartreuse Kitchen & Cocktails,info@chartreusekc.com,Detroit,MI,https://www.chartreusekc.com,https://www.chartreusekc.com/
Selden Standard,info@seldenstandard.com,Detroit,MI,http://www.seldenstandard.com,http://www.seldenstandard.com/contact/
Amore da Roma,patty@amoredaroma.com,Detroit,MI,https://amoredaroma.com,https://amoredaroma.com/
Coriander Kitchen and Farm,hello@corianderkitchenandfarm.com,Detroit,MI,https://www.corianderkitchenandfarm.com,https://www.corianderkitchenandfarm.com/visit
Vivio's Food & Spirits,viviosdetroit@yahoo.com,Detroit,MI,http://www.viviosdetroit.net,http://www.viviosdetroit.net/new-page-1
Casa Pernoi,Hello@casapernoi.com,Birmingham,MI,https://casapernoi.com,https://casapernoi.com/
Social Kitchen & Bar,dwalker@peasandcarrotshospitality.com,Birmingham,MI,https://www.socialkitchenandbar.com,https://www.opentable.com/r/social-kitchen-and-bar-reservations-birmingham
Madam,jsuchocki@daxtonhotel.com,Birmingham,MI,https://daxtonhotel.com/food-drink/,https://www.opentable.com/r/madam-birmingham-2
Toasted Oak Grill & Market,info@toastedoak.com,Northville,MI,https://toastedoak.com,https://toastedoak.com/restaurants-private-dining-rooms
Genitti's Hole in the Wall,Genittis@yahoo.com,Northville,MI,https://www.genittis.com,https://www.genittis.com/contact/
AQUA Fine Dining,aquaplymouth2@gmail.com,Plymouth,MI,https://www.aquaplymouth.com,https://www.aquaplymouth.com/
Pakwaan Fine Indian Cuisine,447pakwaan@gmail.com,Plymouth,MI,https://www.447pakwaan.com,https://www.447pakwaan.com/contact-us
Dorcea,tbomba@dorcea.com,Wilmington,DE,https://dorcea.com,https://dorcea.com/
Chelsea Tavern,events@chelseatavern.com,Wilmington,DE,https://chelseatavern.com,https://chelseatavern.com/about
Harry's Savoy Grill,judy@harrys-savoy.com,Wilmington,DE,https://www.harryshospitalitygroup.com/harrys-savoy-grill/,https://www.harryshospitalitygroup.com/harrys-savoy-grill/contact-us/
Grain Craft Bar + Kitchen,Newark@GrainOnMain.com,Newark,DE,https://meetatgrain.com/newark,https://meetatgrain.com/newark
Wheelhouse,hello@wheelhousede.com,Lewes,DE,https://www.wheelhousede.com,https://www.wheelhousede.com/contact
Off The Hook,offthehook@commongroundhospitality.com,Bethany Beach,DE,https://www.offthehookbethany.com,https://www.offthehookbethany.com/contact-3
The Station,caroline@thestationfi.com,Fenwick Island,DE,https://www.thestationfi.com,https://www.thestationfi.com/
One Coastal Restaurant,onecoastalrestaurant@gmail.com,Fenwick Island,DE,https://www.onecoastal.com,https://www.onecoastal.com/
The Backyard,info@backyardmilton.com,Milton,DE,https://www.backyardmilton.com,https://www.backyardmilton.com/
Abbott's Grill at Paynter's Mill,events@abbottsgrill.com,Milton,DE,https://abbottspayntersmill.com,https://abbottspayntersmill.com/milton-paynter-s-mill-abbott-s-grill-private-dining
Northeast Social Club,jwagnersocialclub@gmail.com,Minneapolis,MN,https://northeastsocial.com,https://northeastsocial.com/
Young Joni,hello@youngjoni.com,Minneapolis,MN,https://www.youngjoni.com,https://www.youngjoni.com/location/young-joni/
Rumba Uptown,info@rumbauptown.com,Minneapolis,MN,https://rumbauptown.com,https://rumbauptown.com/
Barbette,askus@barbette.com,Minneapolis,MN,https://www.barbette.com,https://www.barbette.com/contact
Nightingale,info@nightingalemlps.com,Minneapolis,MN,https://www.nightingalempls.com,https://www.nightingalempls.com/contact
Picnic Linden Hills,Catering@picniclindenhills.com,Minneapolis,MN,https://www.picniclindenhills.com,https://www.picniclindenhills.com/
Broders' Cucina Italiana,info@broders.com,Minneapolis,MN,https://broders.com,https://broders.com/contact
Broders' Pasta Bar,pastabar@broders.com,Minneapolis,MN,https://www.broderspastabar.com,https://www.broderspastabar.com/contact
Starling Edina,info@starlingmn.com,Edina,MN,https://www.starlingmn.com,https://www.starlingmn.com/
Edina Grill,edinagrill@blueplateco.com,Edina,MN,https://www.edinagrill.com,https://www.edinagrill.com/
